Год,Регион,mean_salary,flat_count,latitude,distance_to_moscow_km,Population,district
2004,Приволжский федер...,4786.6,95821,55.83,800,30785.0,ПФО
2004,Кировская область,3757.9,3372,58.6035,900,1458.0,ПФО
2004,Уральский федерал...,7412.9,41306,56.8389,1800,12244.0,УрФО
2004,Костромская область,3815.5,800,57.7679,350,717.0,ЦФО
2004,Сибирский федерал...,5266.6,49561,55.0415,3300,17652.0,СФО
2004,Дальневосточный ф...,7046.9,10425,43.1155,9300,8683.0,ДВФО
2004,Самарская область,7176.6,9236,53.1959,1050,3227.0,ПФО
2004,Южный федеральный...,4169.3,52238,45.0355,1200,13888.0,ЮФО
2004,Курганская область,3853.9,1271,55.4412,1900,990.0,УрФО
2004,Курская область,4233.0,3429,51.7373,500,1204.0,ЦФО
2004,Красноярский край,6407.7,8629,56.0153,4100,2916.0,СФО
2004,г.Санкт-Петербург,9175.7,27654,59.9343,635,4674.0,СЗФО
2004,Ленинградская обл...,4455.1,5148,59.9343,635,1677.0,СЗФО
2004,Липецкая область,4430.5,4893,52.6031,420,1201.0,ЦФО
2004,Магаданская область,9485.9,69,59.5681,5900,176.0,ДВФО
2004,г.Москва,20899.1,62529,55.7558,0,10631.0,ЦФО
2004,Московская область,5821.1,57831,55.7558,0,6704.0,ЦФО
2004,Мурманская область,8366.5,137,68.9792,1900,865.0,СЗФО
2004,Новгородская область,4363.3,2139,58.5214,530,678.0,СЗФО
2004,Приморский край,5405.0,2284,43.1155,9300,2038.0,ДВФО
2004,Новосибирская обл...,4968.7,9092,55.0415,3300,2670.0,СФО
2004,Омская область,5427.1,6707,54.9924,2700,2043.0,СФО
2004,Оренбургская область,3872.9,5126,51.7674,1400,2136.0,ПФО
2004,Орловская область,3879.0,3086,52.9668,360,841.0,ЦФО
2004,Пензенская область,3421.0,3539,53.1959,640,1435.0,ПФО
2004,Пермский край,6371.5,5615,58.0105,1400,2767.0,ПФО
2004,Псковская область,4293.6,1775,57.8169,690,740.0,СЗФО
2004,Ростовская область,5038.1,12211,47.2225,1100,4364.0,ЮФО
2004,Рязанская область,3638.8,3103,54.6292,200,1204.0,ЦФО
2004,Саратовская область,3995.0,5238,51.5331,840,2627.0,ПФО
2004,Сахалинская область,9488.3,485,46.9641,6700,533.0,ДВФО
2004,Свердловская область,6743.3,10770,56.8389,1800,4414.0,УрФО
2004,Смоленская область,4429.0,3448,54.7818,370,1035.0,ЦФО
2004,Тамбовская область,4050.9,3351,52.7236,480,1156.0,ЦФО
2004,Томская область,6472.7,4535,56.4846,3600,1033.0,СФО
2004,Ставропольский край,3886.1,6127,45.0428,1400,2740.0,ЮФО
2004,Тульская область,3988.9,2626,54.1931,180,1640.0,ЦФО
2004,Тюменская область,12190.7,19352,57.1522,2100,1314.0,УрФО
2004,Ханты-Мансийский ...,14971.6,10788,60.95,2300,1457.0,УрФО
2004,Ямало-Ненецкий ав...,18868.1,2434,66.53,2500,512.0,УрФО
2004,Ульяновская область,3668.5,1785,54.3142,890,1360.0,ПФО
2004,Челябинская область,4819.8,9913,55.1644,1900,3555.0,УрФО
2004,Забайкальский край,4799.7,1962,52.05,6000,1137.0,СФО
2004,Чукотский авт.округ,15041.8,396,64.7333,6000,51.0,ДВФО
2004,Ярославская область,5094.6,2640,57.6291,270,1338.0,ЦФО
2004,Республика Адыгея,3080.3,310,44.6101,1500,444.0,ЮФО
2004,Хабаровский край,7596.9,2402,48.4808,6100,1406.0,ДВФО
2004,Республика Башкор...,5156.6,18418,54.7388,1300,4087.0,ПФО
2004,Республика Бурятия,4671.9,2308,51.8333,5200,972.0,СФО
2004,Республика Дагестан,3311.2,5522,42.9833,1600,2635.0,СКФО
2004,Кабардино-Балкарс...,3159.9,1751,43.4833,1700,883.0,СКФО
2004,Республика Алтай,3419.4,670,51.9582,3600,202.0,СФО
2004,Республика Калмыкия,2312.1,500,46.3078,1300,292.0,ЮФО
2004,Республика Карелия,5809.2,1172,61.785,1000,696.0,СЗФО
2004,Республика Коми,9300.6,2094,61.6667,1300,991.0,СЗФО
2004,Республика Марий Эл,2566.6,1917,56.63,800,720.0,ПФО
2004,Республика Мордовия,3266.3,1846,54.1833,600,875.0,ПФО
2004,Республика Северн...,4085.8,1342,43.02,1900,707.0,СКФО
2004,Карачаево-Черкесс...,3343.7,466,44.22,1400,447.0,СКФО
2004,Республика Татарстан,5355.0,21466,55.83,800,3770.0,ПФО
2004,Республика Тыва,3384.9,282,51.7,4200,304.0,СФО
2004,Удмуртская Респуб...,3684.8,4118,56.85,1100,1557.0,ПФО
2004,Республика Хакасия,4440.9,1025,53.7167,4000,539.0,СФО
2004,Чувашская Республика,3188.4,6039,56.15,700,1296.0,ПФО
2004,Республика Саха (...,9633.2,3394,62.0281,5000,951.0,ДВФО
2004,Еврейская автоном...,4974.7,191,48.4667,6700,187.0,ДВФО
2005,Алтайский край,4639.7,4583,53.3548,3600,2565.0,СФО
2005,Амурская область,5987.7,1815,50.2907,6500,887.0,ДВФО
2005,Архангельская обл...,7902.5,1668,64.5393,1200,1305.0,СЗФО
2005,Ненецкий авт.округ,21501.8,466,67.6383,1500,42.0,СЗФО
2005,Астраханская область,5636.4,4660,46.3497,1400,998.0,ЮФО
2005,Белгородская область,5275.8,9624,50.5978,700,1512.0,ЦФО
2005,Брянская область,4787.7,2111,53.2521,380,1346.0,ЦФО
2005,Владимирская область,4107.5,4306,56.1282,180,1487.0,ЦФО
2005,Волгоградская обл...,5908.1,5623,48.7078,970,2655.0,ЮФО
2005,Вологодская область,6344.9,4306,59.2239,450,1245.0,СЗФО
2005,Воронежская область,5398.0,9943,51.6608,520,2334.0,ЦФО
2005,Нижегородская обл...,6056.9,8937,56.3269,420,3445.0,ПФО
2005,Ивановская область,3480.3,1176,57.0003,300,1115.0,ЦФО
2005,Иркутская область,7119.5,3630,52.2864,5200,2545.0,СФО
2005,Республика Ингушетия,2737.3,306,43.1667,1700,482.0,СКФО
2005,Калининградская о...,6481.1,2843,54.7104,1100,945.0,СЗФО
2005,Тверская область,5606.1,3228,56.8587,180,1425.0,ЦФО
2005,Калужская область,5343.4,3060,54.5143,190,1022.0,ЦФО
2005,Центральный федер...,10902.3,175892,55.7558,0,37546.0,ЦФО
2005,Краснодарский край,5545.2,17636,45.0355,1200,5100.0,ЮФО
2005,Камчатский край,11167.2,185,53.0444,6770,352.0,ДВФО
2005,Северо-Западный ф...,8995.9,55131,59.9343,635,13731.0,СЗФО
2005,Кемеровская область,7888.6,8968,55.3333,3600,2855.0,СФО
2005,Приволжский федер...,6229.4,106165,55.83,800,30710.0,ПФО
2005,Кировская область,4644.3,3737,58.6035,900,1461.0,ПФО
2005,Уральский федерал...,9581.1,45716,56.8389,1800,12279.0,УрФО
2005,Костромская область,4985.4,1513,57.7679,350,717.0,ЦФО
2005,Сибирский федерал...,6731.4,59573,55.0415,3300,19794.0,СФО
2005,Дальневосточный ф...,8989.3,12882,43.1155,9300,6593.0,ДВФО
2005,Самарская область,9264.1,10752,53.1959,1050,3201.0,ПФО
2005,Южный федеральный...,5756.9,59075,45.0355,1200,22821.0,ЮФО
2005,Курганская область,4799.9,1557,55.4412,1900,992.0,УрФО
2005,Курская область,5217.8,3999,51.7373,500,1199.0,ЦФО
2005,Красноярский край,7790.2,11331,56.0153,4100,2925.0,СФО
2005,г.Санкт-Петербург,12263.7,33190,59.9343,635,4600.0,СЗФО
2005,Ленинградская обл...,5686.5,5328,59.9343,635,1653.0,СЗФО
2005,Липецкая область,5591.2,5761,52.6031,420,1190.0,ЦФО
2005,Магаданская область,11166.7,155,59.5681,5900,175.0,ДВФО
2005,г.Москва,24013.9,62504,55.7558,0,10407.0,ЦФО
2005,Московская область,7444.8,49217,55.7558,0,6630.0,ЦФО
2005,Мурманская область,10624.1,116,68.9792,1900,873.0,СЗФО
2005,Новгородская область,5475.6,2253,58.5214,530,674.0,СЗФО
2005,Приморский край,7162.9,2894,43.1155,9300,2036.0,ДВФО
2005,Новосибирская обл...,6638.8,9933,55.0415,3300,2662.0,СФО
2005,Омская область,6969.1,9543,54.9924,2700,2047.0,СФО
2005,Оренбургская область,5122.3,5495,51.7674,1400,2150.0,ПФО
2005,Орловская область,4856.5,3333,52.9668,360,842.0,ЦФО
2005,Пензенская область,4354.7,3836,53.1959,640,1423.0,ПФО
2005,Пермский край,8273.2,8821,58.0105,1400,2770.0,ПФО
2005,Псковская область,4926.8,1454,57.8169,690,737.0,СЗФО
2005,Ростовская область,6359.7,13066,47.2225,1100,4334.0,ЮФО
2005,Рязанская область,4775.1,3806,54.6292,200,1195.0,ЦФО
2005,Саратовская область,5056.0,8527,51.5331,840,2626.0,ПФО
2005,Сахалинская область,12639.5,458,46.9641,6700,532.0,ДВФО
2005,Свердловская область,9021.7,13479,56.8389,1800,4428.0,УрФО
2005,Смоленская область,5482.7,3741,54.7818,370,1019.0,ЦФО
2005,Тамбовская область,5292.4,3545,52.7236,480,1145.0,ЦФО
2005,Томская область,8141.6,5244,56.4846,3600,1037.0,СФО
2005,Ставропольский край,5116.5,6841,45.0428,1400,2718.0,ЮФО
2005,Тульская область,4988.4,2173,54.1931,180,1622.0,ЦФО
2005,Тюменская область,14982.8,18548,57.1522,2100,3308.0,УрФО
2005,Ханты-Мансийский ...,18114.6,8712,60.95,2300,1469.0,УрФО
2005,Ямало-Ненецкий ав...,22230.7,3028,66.53,2500,523.0,УрФО
2005,Ульяновская область,4575.9,3531,54.3142,890,1351.0,ПФО
2005,Челябинская область,6553.5,12133,55.1644,1900,3551.0,УрФО
2005,Забайкальский край,5907.6,1805,52.05,6000,1136.0,СФО
2005,Чукотский авт.округ,19668.9,355,64.7333,6000,51.0,ДВФО
2005,Ярославская область,6320.7,2852,57.6291,270,1339.0,ЦФО
2005,Республика Адыгея,3892.9,611,44.6101,1500,445.0,ЮФО
2005,Хабаровский край,9653.7,2955,48.4808,6100,1420.0,ДВФО
2005,Республика Башкор...,6886.5,19395,54.7388,1300,4079.0,ПФО
2005,Республика Бурятия,6026.9,2377,51.8333,5200,969.0,СФО
2005,Республика Дагестан,4388.5,5873,42.9833,1600,2622.0,СКФО
2005,Кабардино-Балкарс...,4190.1,1750,43.4833,1700,897.0,СКФО
2005,Республика Алтай,4380.9,540,51.9582,3600,204.0,СФО
2005,Республика Калмыкия,2391.9,484,46.3078,1300,290.0,ЮФО
2005,Республика Карелия,7277.8,1119,61.785,1000,703.0,СЗФО
2005,Республика Коми,11452.3,2854,61.6667,1300,996.0,СЗФО
2005,Республика Марий Эл,3376.0,2131,56.63,800,717.0,ПФО
2005,Республика Мордовия,4102.9,2214,54.1833,600,866.0,ПФО
2005,Республика Северн...,4668.8,1250,43.02,1900,704.0,СКФО
2005,Карачаево-Черкесс...,4083.8,521,44.22,1400,435.0,СКФО
2005,Республика Татарстан,7383.5,16674,55.83,800,3769.0,ПФО
2005,Республика Тыва,4161.5,302,51.7,4200,308.0,СФО
2005,Удмуртская Респуб...,4656.9,4080,56.85,1100,1553.0,ПФО
2005,Республика Хакасия,5176.5,1317,53.7167,4000,541.0,СФО
2005,Чувашская Республика,3958.5,8035,56.15,700,1299.0,ПФО
2005,Республика Саха (...,11349.9,3834,62.0281,5000,951.0,ДВФО
2005,Еврейская автоном...,6405.7,231,48.4667,6700,189.0,ДВФО
2006,Алтайский край,6369.1,5466,53.3548,3600,2503.0,СФО
2006,Амурская область,7419.0,1847,50.2907,6500,861.0,ДВФО
2006,Архангельская обл...,9625.8,2726,64.5393,1200,1282.0,СЗФО
2006,Ненецкий авт.округ,27276.5,557,67.6383,1500,42.0,СЗФО
2006,Астраханская область,7035.0,4352,46.3497,1400,1003.0,ЮФО
2006,Белгородская область,7082.8,9957,50.5978,700,1512.0,ЦФО
2006,Брянская область,6171.1,2878,53.2521,380,1327.0,ЦФО
2006,Владимирская область,5626.9,4149,56.1282,180,1486.0,ЦФО
2006,Волгоградская обл...,7889.3,6966,48.7078,970,2640.0,ЮФО
2006,Вологодская область,8681.9,4672,59.2239,450,1235.0,СЗФО
2006,Воронежская область,6861.6,11685,51.6608,520,2361.0,ЦФО
2006,Нижегородская обл...,8049.0,10332,56.3269,420,3414.0,ПФО
2006,Ивановская область,4456.9,2080,57.0003,300,1102.0,ЦФО
2006,Иркутская область,8826.3,4120,52.2864,5200,2492.0,СФО
2006,Республика Ингушетия,3568.8,310,43.1667,1700,417.0,СКФО
2006,Калининградская о...,8917.5,6630,54.7104,1100,936.0,СЗФО
2006,Тверская область,7266.6,4470,56.8587,180,1415.0,ЦФО
2006,Калужская область,6924.7,3312,54.5143,190,1023.0,ЦФО
2006,Центральный федер...,13570.0,209685,55.7558,0,38109.0,ЦФО
2006,Краснодарский край,7193.1,24282,45.0355,1200,5127.0,ЮФО
2006,Камчатский край,13811.9,355,53.0444,6770,337.0,ДВФО
2006,Северо-Западный ф...,10889.3,64037,59.9343,635,13716.0,СЗФО
2006,Кемеровская область,9565.8,11660,55.3333,3600,2806.0,СФО
2006,Приволжский федер...,8014.1,117054,55.83,800,30453.0,ПФО
2006,Кировская область,5885.6,4710,58.6035,900,1419.0,ПФО
2006,Уральский федерал...,12170.4,57293,56.8389,1800,12129.0,УрФО
2006,Костромская область,6397.5,1449,57.7679,350,700.0,ЦФО
2006,Сибирский федерал...,8434.5,75898,55.0415,3300,19495.0,СФО
2006,Дальневосточный ф...,11266.8,13665,43.1155,9300,6460.0,ДВФО
2006,Самарская область,11382.9,8692,53.1959,1050,3226.0,ПФО
2006,Южный федеральный...,7245.4,70572,45.0355,1200,13837.0,ЮФО
2006,Курганская область,6676.8,1951,55.4412,1900,962.0,УрФО
2006,Курская область,6751.0,4524,51.7373,500,1178.0,ЦФО
2006,Красноярский край,9784.0,13116,56.0153,4100,2869.0,СФО
2006,г.Санкт-Петербург,13686.7,34227,59.9343,635,4713.0,СЗФО
2006,Ленинградская обл...,8055.4,7326,59.9343,635,1685.0,СЗФО
2006,Липецкая область,7610.7,6283,52.6031,420,1194.0,ЦФО
2006,Магаданская область,13858.3,194,59.5681,5900,170.0,ДВФО
2006,г.Москва,28249.4,64509,55.7558,0,10924.0,ЦФО
2006,Московская область,10515.0,71347,55.7558,0,6784.0,ЦФО
2006,Мурманская область,13020.1,173,68.9792,1900,839.0,СЗФО
2006,Новгородская область,7205.9,2472,58.5214,530,666.0,СЗФО
2006,Приморский край,9109.5,3562,43.1155,9300,2007.0,ДВФО
2006,Новосибирская обл...,8381.3,15584,55.0415,3300,2655.0,СФО
2006,Омская область,9084.3,12299,54.9924,2700,2016.0,СФО
2006,Оренбургская область,6326.3,6449,51.7674,1400,2093.0,ПФО
2006,Орловская область,5972.3,3700,52.9668,360,822.0,ЦФО
2006,Пензенская область,5603.4,4894,53.1959,640,1420.0,ПФО
2006,Пермский край,11122.0,9993,58.0105,1400,2719.0,ПФО
2006,Псковская область,6422.5,1666,57.8169,690,721.0,СЗФО
2006,Ростовская область,7482.5,16034,47.2225,1100,4332.0,ЮФО
2006,Рязанская область,6133.4,4695,54.6292,200,1189.0,ЦФО
2006,Саратовская область,6182.0,9981,51.5331,840,2591.0,ПФО
2006,Сахалинская область,16412.4,576,46.9641,6700,521.0,ДВФО
2006,Свердловская область,11167.6,16092,56.8389,1800,4356.0,УрФО
2006,Смоленская область,6722.8,3983,54.7818,370,1025.0,ЦФО
2006,Тамбовская область,6814.8,4221,52.7236,480,1139.0,ЦФО
2006,Томская область,9992.4,5749,56.4846,3600,1024.0,СФО
2006,Ставропольский край,6488.4,7315,45.0428,1400,2747.0,ЮФО
2006,Тульская область,6564.1,2980,54.1931,180,1615.0,ЦФО
2006,Тюменская область,18813.4,23985,57.1522,2100,3294.0,УрФО
2006,Ханты-Мансийский ...,22481.9,11189,60.95,2300,1468.0,УрФО
2006,Ямало-Ненецкий ав...,27665.0,4313,66.53,2500,517.0,УрФО
2006,Ульяновская область,6137.1,4025,54.3142,890,1340.0,ПФО
2006,Челябинская область,8655.2,15265,55.1644,1900,3517.0,УрФО
2006,Забайкальский край,7119.2,2505,52.05,6000,1124.0,СФО
2006,Чукотский авт.округ,23326.1,149,64.7333,6000,52.0,ДВФО
2006,Ярославская область,8263.5,3463,57.6291,270,1313.0,ЦФО
2006,Республика Адыгея,4731.0,282,44.6101,1500,441.0,ЮФО
2006,Хабаровский край,12356.6,3005,48.4808,6100,1376.0,ДВФО
2006,Республика Башкор...,8903.6,21278,54.7388,1300,4066.0,ПФО
2006,Республика Бурятия,6989.8,2932,51.8333,5200,967.0,СФО
2006,Республика Дагестан,6112.1,5707,42.9833,1600,2693.0,СКФО
2006,Кабардино-Балкарс...,5258.5,1526,43.4833,1700,866.0,СКФО
2006,Республика Алтай,5557.0,679,51.9582,3600,202.0,СФО
2006,Республика Калмыкия,3456.7,692,46.3078,1300,294.0,ЮФО
2006,Республика Карелия,9127.6,1444,61.785,1000,676.0,СЗФО
2006,Республика Коми,13782.2,2701,61.6667,1300,963.0,СЗФО
2006,Республика Марий Эл,4896.5,2635,56.63,800,713.0,ПФО
2006,Республика Мордовия,4826.9,2740,54.1833,600,865.0,ПФО
2006,Республика Северн...,5976.7,1874,43.02,1900,707.0,СКФО
2006,Карачаево-Черкесс...,5196.3,624,44.22,1400,455.0,СКФО
2006,Республика Татарстан,9365.5,17980,55.83,800,3762.0,ПФО
2006,Республика Тыва,4819.6,359,51.7,4200,303.0,СФО
2006,Удмуртская Респуб...,6262.0,4730,56.85,1100,1546.0,ПФО
2006,Республика Хакасия,6425.5,1429,53.7167,4000,534.0,СФО
2006,Чувашская Республика,5448.8,8616,56.15,700,1279.0,ПФО
2006,Республика Саха (...,13554.9,3668,62.0281,5000,954.0,ДВФО
2006,Еврейская автоном...,7623.8,309,48.4667,6700,182.0,ДВФО
2007,Алтайский край,7597.1,7133,53.3548,3600,2473.0,СФО
2007,Амурская область,9662.3,2631,50.2907,6500,850.0,ДВФО
2007,Архангельская обл...,11702.8,3731,64.5393,1200,1267.0,СЗФО
2007,Ненецкий авт.округ,38038.8,620,67.6383,1500,42.0,СЗФО
2007,Астраханская область,8638.6,4345,46.3497,1400,1001.0,ЮФО
2007,Белгородская область,9399.1,11857,50.5978,700,1514.0,ЦФО
2007,Брянская область,7626.2,3651,53.2521,380,1313.0,ЦФО
2007,Владимирская область,7014.9,4587,56.1282,180,1476.0,ЦФО
2007,Волгоградская обл...,9409.8,8000,48.7078,970,2630.0,ЮФО
2007,Вологодская область,10521.0,6658,59.2239,450,1226.0,СЗФО
2007,Воронежская область,8306.6,12362,51.6608,520,2354.0,ЦФО
2007,Нижегородская обл...,10171.9,13151,56.3269,420,3384.0,ПФО
2007,Ивановская область,5683.5,1674,57.0003,300,1090.0,ЦФО
2007,Иркутская область,10280.0,7259,52.2864,5200,2467.0,СФО
2007,Республика Ингушетия,4886.7,1725,43.1667,1700,407.0,СКФО
2007,Калининградская о...,11430.7,8971,54.7104,1100,934.0,СЗФО
2007,Тверская область,8542.9,4984,56.8587,180,1399.0,ЦФО
2007,Калужская область,9185.5,5674,54.5143,190,1020.0,ЦФО
2007,Центральный федер...,16631.2,233610,55.7558,0,38183.0,ЦФО
2007,Краснодарский край,9692.3,31890,45.0355,1200,5143.0,ЮФО
2007,Камчатский край,16787.1,305,53.0444,6770,331.0,ДВФО
2007,Северо-Западный ф...,13163.0,76261,59.9343,635,13665.0,СЗФО
2007,Кемеровская область,11876.0,14318,55.3333,3600,2786.0,СФО
2007,Приволжский федер...,9958.9,144309,55.83,800,30264.0,ПФО
2007,Кировская область,7407.4,5331,58.6035,900,1396.0,ПФО
2007,Уральский федерал...,15221.9,72626,56.8389,1800,12081.0,УрФО
2007,Костромская область,7857.3,1428,57.7679,350,690.0,ЦФО
2007,Сибирский федерал...,10413.7,92216,55.0415,3300,19361.0,СФО
2007,Дальневосточный ф...,13597.4,16874,43.1155,9300,6398.0,ДВФО
2007,Самарская область,13779.3,15766,53.1959,1050,3224.0,ПФО
2007,Южный федеральный...,9277.3,86557,45.0355,1200,13820.0,ЮФО
2007,Курганская область,8700.9,2477,55.4412,1900,946.0,УрФО
2007,Курская область,8686.6,5216,51.7373,500,1162.0,ЦФО
2007,Красноярский край,12880.3,16529,56.0153,4100,2846.0,СФО
2007,г.Санкт-Петербург,16214.2,38051,59.9343,635,4748.0,СЗФО
2007,Ленинградская обл...,10201.2,9105,59.9343,635,1691.0,СЗФО
2007,Липецкая область,9471.9,6902,52.6031,420,1190.0,ЦФО
2007,Магаданская область,16634.1,322,59.5681,5900,167.0,ДВФО
2007,г.Москва,33314.8,66112,55.7558,0,11091.0,ЦФО
2007,Московская область,14034.1,81219,55.7558,0,6847.0,ЦФО
2007,Мурманская область,15859.1,115,68.9792,1900,824.0,СЗФО
2007,Новгородская область,8614.1,3501,58.5214,530,657.0,СЗФО
2007,Приморский край,10894.4,3595,43.1155,9300,1989.0,ДВФО
2007,Новосибирская обл...,10290.2,16674,55.0415,3300,2647.0,СФО
2007,Омская область,11450.7,14451,54.9924,2700,2003.0,СФО
2007,Оренбургская область,7914.3,7729,51.7674,1400,2068.0,ПФО
2007,Орловская область,7324.9,4472,52.9668,360,811.0,ЦФО
2007,Пензенская область,7908.4,6451,53.1959,640,1412.0,ПФО
2007,Пермский край,13691.1,11602,58.0105,1400,2692.0,ПФО
2007,Псковская область,7923.2,1654,57.8169,690,708.0,СЗФО
2007,Ростовская область,9538.8,18797,47.2225,1100,4315.0,ЮФО
2007,Рязанская область,8049.0,6080,54.6292,200,1181.0,ЦФО
2007,Саратовская область,7320.3,11807,51.5331,840,2572.0,ПФО
2007,Сахалинская область,20513.0,1150,46.9641,6700,513.0,ДВФО
2007,Свердловская область,14481.5,20376,56.8389,1800,4331.0,УрФО
2007,Смоленская область,8227.9,3998,54.7818,370,1018.0,ЦФО
2007,Тамбовская область,8514.7,4434,52.7236,480,1127.0,ЦФО
2007,Томская область,11997.9,6330,56.4846,3600,1023.0,СФО
2007,Ставропольский край,8122.4,9368,45.0428,1400,2747.0,ЮФО
2007,Тульская область,8264.7,3490,54.1931,180,1600.0,ЦФО
2007,Тюменская область,22794.5,29065,57.1522,2100,3307.0,УрФО
2007,Ханты-Мансийский ...,27357.9,12878,60.95,2300,1475.0,УрФО
2007,Ямало-Ненецкий ав...,32589.9,3854,66.53,2500,522.0,УрФО
2007,Ульяновская область,7761.7,4770,54.3142,890,1326.0,ПФО
2007,Челябинская область,10699.6,20788,55.1644,1900,3497.0,УрФО
2007,Забайкальский край,8265.4,3203,52.05,6000,1115.0,СФО
2007,Чукотский авт.округ,26557.3,147,64.7333,6000,53.0,ДВФО
2007,Ярославская область,10101.3,5470,57.6291,270,1300.0,ЦФО
2007,Республика Адыгея,5802.1,733,44.6101,1500,438.0,ЮФО
2007,Хабаровский край,15081.0,3454,48.4808,6100,1360.0,ДВФО
2007,Республика Башкор...,11072.8,22827,54.7388,1300,4053.0,ПФО
2007,Республика Бурятия,8845.7,3443,51.8333,5200,965.0,СФО
2007,Республика Дагестан,7724.2,6470,42.9833,1600,2736.0,СКФО
2007,Кабардино-Балкарс...,6902.0,1666,43.4833,1700,858.0,СКФО
2007,Республика Алтай,7066.8,819,51.9582,3600,202.0,СФО
2007,Республика Калмыкия,4375.2,743,46.3078,1300,293.0,ЮФО
2007,Республика Карелия,10547.6,1634,61.785,1000,665.0,СЗФО
2007,Республика Коми,16760.7,2841,61.6667,1300,945.0,СЗФО
2007,Республика Марий Эл,6072.3,3332,56.63,800,708.0,ПФО
2007,Республика Мордовия,6060.4,3274,54.1833,600,858.0,ПФО
2007,Республика Северн...,7781.7,1747,43.02,1900,709.0,СКФО
2007,Карачаево-Черкесс...,6402.0,690,44.22,1400,462.0,СКФО
2007,Республика Татарстан,11566.9,22656,55.83,800,3763.0,ПФО
2007,Республика Тыва,5959.2,505,51.7,4200,303.0,СФО
2007,Удмуртская Респуб...,7823.8,5397,56.85,1100,1539.0,ПФО
2007,Республика Хакасия,8066.9,1552,53.7167,4000,531.0,СФО
2007,Чувашская Республика,6848.7,10215,56.15,700,1269.0,ПФО
2007,Республика Саха (...,15571.2,4888,62.0281,5000,956.0,ДВФО
2007,Еврейская автоном...,8751.5,382,48.4667,6700,179.0,ДВФО
2008,Алтайский край,9973.6,7514,53.3548,3600,2454.0,СФО
2008,Амурская область,12297.4,2815,50.2907,6500,844.0,ДВФО
2008,Архангельская обл...,15004.5,5022,64.5393,1200,1257.0,СЗФО
2008,Ненецкий авт.округ,48930.2,1139,67.6383,1500,42.0,СЗФО
2008,Астраханская область,11066.9,2982,46.3497,1400,1006.0,ЮФО
2008,Белгородская область,12748.9,12251,50.5978,700,1520.0,ЦФО
2008,Брянская область,10083.4,3939,53.2521,380,1303.0,ЦФО
2008,Владимирская область,9479.9,4691,56.1282,180,1467.0,ЦФО
2008,Волгоградская обл...,10833.5,8945,48.7078,970,2623.0,ЮФО
2008,Вологодская область,12229.7,8642,59.2239,450,1220.0,СЗФО
2008,Воронежская область,10586.8,15503,51.6608,520,2345.0,ЦФО
2008,Нижегородская обл...,13078.2,16174,56.3269,420,3363.0,ПФО
2008,Ивановская область,8343.1,2190,57.0003,300,1081.0,ЦФО
2008,Иркутская область,13169.4,7421,52.2864,5200,2455.0,СФО
2008,Республика Ингушетия,6909.2,547,43.1667,1700,407.0,СКФО
2008,Калининградская о...,12919.9,9355,54.7104,1100,935.0,СЗФО
2008,Тверская область,10803.3,3811,56.8587,180,1387.0,ЦФО
2008,Калужская область,11612.4,7493,54.5143,190,1018.0,ЦФО
2008,Центральный федер...,18590.3,224193,55.7558,0,38210.0,ЦФО
2008,Краснодарский край,11906.2,34190,45.0355,1200,5170.0,ЮФО
2008,Камчатский край,20116.1,874,53.0444,6770,328.0,ДВФО
2008,Северо-Западный ф...,14915.3,93129,59.9343,635,13631.0,СЗФО
2008,Кемеровская область,14670.1,15129,55.3333,3600,2780.0,СФО
2008,Приволжский федер...,12391.8,160569,55.83,800,30147.0,ПФО
2008,Кировская область,10370.4,6429,58.6035,900,1379.0,ПФО
2008,Уральский федерал...,18951.9,80210,56.8389,1800,12074.0,УрФО
2008,Костромская область,9607.9,1476,57.7679,350,683.0,ЦФО
2008,Сибирский федерал...,13044.7,97285,55.0415,3300,19303.0,СФО
2008,Дальневосточный ф...,15916.2,19106,43.1155,9300,6369.0,ДВФО
2008,Самарская область,15564.2,16563,53.1959,1050,3221.0,ПФО
2008,Южный федеральный...,11422.9,92744,45.0355,1200,13827.0,ЮФО
2008,Курганская область,11445.4,3777,55.4412,1900,934.0,УрФО
2008,Курская область,11523.9,5667,51.7373,500,1152.0,ЦФО
2008,Красноярский край,15908.7,16199,56.0153,4100,2837.0,СФО
2008,г.Санкт-Петербург,16946.0,48050,59.9343,635,4765.0,СЗФО
2008,Ленинградская обл...,11567.3,10896,59.9343,635,1693.0,СЗФО
2008,Липецкая область,12085.1,6701,52.6031,420,1187.0,ЦФО
2008,Магаданская область,19937.2,259,59.5681,5900,164.0,ДВФО
2008,г.Москва,31940.1,46543,55.7558,0,11187.0,ЦФО
2008,Московская область,19046.8,83026,55.7558,0,6895.0,ЦФО
2008,Мурманская область,19615.2,56,68.9792,1900,815.0,СЗФО
2008,Новгородская область,11653.3,4134,58.5214,530,652.0,СЗФО
2008,Приморский край,12927.3,4033,43.1155,9300,1977.0,ДВФО
2008,Новосибирская обл...,13040.3,18351,55.0415,3300,2643.0,СФО
2008,Омская область,13801.5,13985,54.9924,2700,1993.0,СФО
2008,Оренбургская область,10508.3,7926,51.7674,1400,2056.0,ПФО
2008,Орловская область,10027.3,4400,52.9668,360,805.0,ЦФО
2008,Пензенская область,10043.5,6902,53.1959,640,1405.0,ПФО
2008,Пермский край,16398.0,10585,58.0105,1400,2674.0,ПФО
